Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,742.1908,921.8397,1073.522,1169.367,1214.55,1299.393,1342.509,1460.914,1667.679,1859.292,2137.293,2366.486,2694.183,2807.745,3014.875,3069.68,3032.231,3151.102,3288.223,3499.527,3715.721,4198.716,4512.225,4840.684,4821.785,4992.441,5435.152,5470.603,6308.665,6295.281,6790.634,7343.445,6810.44,6760.975,6775.749,6900.765,7205.255,7726.378,8379.622,8849.514,9309.261,9574.31,9887.921,8437.537,9010.513,10016.21
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,1498.276,1876.504,2196.714,2860.281,3432.706,4257.913,4844.656,5713.963,7235.517,8480.762,9483.103,8544.098,7813.652,7988.178,7198.708,7760.835,11271.33,14554.35,16397.95,16813.74,18326.93,18315.32,18768.83,16797.36,18124.1,21665.83,21422.46,19145.61,20496.58,20170.32,19004,19275.43,20652.84,27459.87,32023.68,32489.73,35458.25,39780.95,44366.79,44918.84,43988.53,47186.88,45936.96,47535.49,50485.23,44536.36,48181.87,50765.7,54545.3,53309.58,54693.51,57116.41,
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,252.7562,253.2273,261.1791,280.0966,279.9305,278.8281,283.1927,287.968,310.6617,322.4375,349.025,355.0904,367.1189,438.5449,527.4177,594.6518,696.222,854.6366,925.1257,1027.084,1143.44,1217.264,1200.249,1212.717,1234.703,1233.081,892.2929,850.2185,915.3981,955.1135,845.3148,1011.759,1093.957,1164.382,1293.47,1424.683,1487.608,1649.002,1755.85,1619.511,1664.308,1550.362,1682.995,1737.879,1859.099,2068.488,2251.079,2490.748,2802.451,2651.832,2852.558,3228.038,3355.035,3522.768,3779.626,3994.629,4173.281,4454.025,4485.752,4647.807,4609.897,5029.477,5473.209
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20878.06,21844.11,23590.89,25621.85,25735.54,26686.82,28277.43,29335.28,30011.22,30087.72,31642.15,32318.89,33483.94,34522.38,35052.81,35663.03,35902.73,37752.63,34780.86,35904.86,
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,297.586,315.7501,322.3196,283.1594,306.2699,327.9499,344.8307,370.5967,334.9677,358.2313,379.7176,395.0811,395.2678,420.691,588.2526,663.6243,603.0631,590.876,659.7373,684.8965,775.146,731.5215,618.2348,628.6626,563.9532,586.91,656.6635,464.3041,545.5864,504.4241,530.8175,468.398,501.4418,607.7463,721.6034,826.9734,936.0843,991.9586,948.2404,916.5464,938.8933,937.298,955.0302,976.9933,1036.02,1085.785,3138.082,3609.909,4011.387,4213.816,4589.872,4960.005,5461.39,5576.25,5495.377,5668.43,5905.38,6220.979,6094.91,6477.297,6863.074,9998.544,18989.79
High income,HIC,GDP per capita (current US$),NY.GDP.PCAP.CD,1371.948,1434.672,1528.872,1626.201,1753.72,1882.596,2042.743,2168.841,2327.368,2534.539,2741.908,3008.293,3454.039,4138.568,4622.314,5110.507,5521.846,6201.456,7369.434,8448.257,9359.32,9425.204,9267.698,9502.966,9848.511,10273.95,12391.51,14264.53,15949.35,16565.94,18476.89,19381.7,20675.67,20673.9,22096.63,24375.99,24420.11,23844.41,23781.41,24825.55,25191.05,24790.16,25689.11,28619.2,31668.28,33273.29,34886.17,37890.9,40040.83,37226.65,38764.45,41681.64,41480.2,41752.8,42410.75,39815.14,40436.36,42079.92,44530.38,44727.73,43437.89,48351.07,49430.33
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,424.0566,436.7544,487.8211,565.7278,629.5915,676.8055,685.9266,723.2392,714.483,825.5234,960.032,1106.47,1384.734,1893.181,2144.615,2252.127,2850.015,3429.42,3923.972,4569.484,5700.432,5991.285,6133.767,5595.261,6208.226,6542.974,7434.999,9071.391,10609.75,12097.75,13485.63,15465.93,17976.47,20395.56,22502.53,23497.39,24818.3,27330.09,25808.86,25091.67,25756.77,25230.38,24665.84,23977.17,24928.1,26649.64,28224.09,30593.95,31515.53,30697.54,32550.14,35142.49,36730.8,38403.78,40315.37,42432.16,43734.2,46160.43,48537.57,48359,46109.23,49764.79,48983.62
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,161.4776,166.4542,176.0217,180.8875,195.7599,211.632,222.2449,234.7795,246.5896,247.2809,259.8147,254.9258,271.6477,299.5028,329.8221,347.812,404.2204,485.1615,872.3721,967.6597,1050.336,1038.031,1062.47,1081.907,1153.31,1202.938,1257.39,1332.518,1235.365,1105.556,974.2295,894.5102,924.9597,896.2837,821.2161,919.938,872.5818,933.7557,1009.163,990.2978,1079.606,1118.941,1119.424,1142.811,1201.248,1289.823,1409.58,1559.886,1713.418,1762.349,1874.272,2053.96,2107.345,2064.551,2164.425,2257.225,2295.536,2403.306,2457.686,2519.366,2354.121,2771.723,3040.173
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),NY.GDP.PCAP.CD,105.794,105.8337,112.4495,132.81,115.458,131.5168,139.6696,133.102,137.3956,148.7363,151.5026,158.529,167.9504,201.904,233.9579,260.0977,268.7383,307.4912,353.4116,379.4004,403.4083,387.7623,373.2417,347.6958,340.138,329.1325,368.5365,394.645,405.5097,403.0338,453.9254,480.4724,351.5397,353.2594,290.4853,329.7114,348.289,353.1413,362.4494,354.2085,373.7261,353.7139,371.7424,408.6075,457.0042,509.5862,584.6656,679.6314,786.9616,773.5415,831.1323,906.8095,912.7738,986.9315,1018.506,961.0591,978.1098,1051.221,973.0335,980.4439,964.9164,1043.68,1097.052
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4930.337,5298.886,5330.327,5711.486,5267.512,4952.378,5364.01,6219.473,8192.323,9723.381,10446.36,11489.39,13728.52,15857.71,14387.66,13664.21,14623.99,13410.82,13949.12,13970.98,12071.09,12550.71,13562.14,15003.14,15086.21,14236.54,17747.79,18413.23
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,70.02755,68.19384,69.61267,71.5344,77.51529,82.6446,84.75831,83.27269,81.51713,85.24057,70.75695,76.11578,76.65156,94.48014,112.3909,132.9675,168.3153,177.8796,179.4547,195.1802,245.0645,256.8315,250.8131,270.702,296.768,321.7336,363.6023,314.5498,393.3699,403.3283,447.0963,491.5845,313.2388,255.686,289.5462,368.8471,374.1693,421.8416,461.9714,506.0002,814.9979,743.9113,716.4826,575.5568,679.2801,771.535,824.3581,979.5996,1089.576,1191.803,1204.862,1306.845,1356.173,1452.314,1454.649,1405.715,1313.186,1389.359,1489.578,1345.475,1283.141,1823.742,1748.257
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3350.258,3735.106,3873.988,4173.373,4494.708,4525.04,4596.183,4744.213,4793.478,4624.282,5276.033,6655.333,8419.432,10301.7,11223.4,11489.56,13940.91,15772.33,13077.31,13217.5,14234.47,12984.84,13715.07,14294.26,12717.04,13104.7,14621.24,16425.21,16786.21,16125.61,18772.14,18463.21
IBRD only,IBD,GDP per capita (current US$),NY.GDP.PCAP.CD,164.2809,160.7226,161.8361,169.5792,187.8181,201.353,203.0798,203.7839,210.3761,229.437,243.9232,260.1145,286.2925,362.9696,447.8971,474.3189,504.1786,560.5487,609.543,697.3401,810.8248,858.5997,834.0824,805.9841,821.6706,837.4752,857.2047,866.3093,910.6362,931.9622,1053.269,1001.465,1037.585,1098.429,1179.058,1313.828,1415.16,1480.183,1419.076,1364.558,1467.062,1467.853,1473.302,1638.369,1931.675,2284.613,2681.64,3298.166,3918.607,3762.434,4529.801,5309.5,5583.263,5827.252,5959.812,5524.94,5513.372,6033.406,6363.723,6450.76,6170.423,7275.455,7658.321
IDA & IBRD total,IBT,GDP per capita (current US$),NY.GDP.PCAP.CD,152.8615,150.5868,152.5425,160.684,174.2952,187.487,190.2328,190.3374,196.2525,214.0606,229.5065,241.9122,263.6665,329.6961,409.0626,437.9586,462.4955,511.3066,556.6275,635.4908,738.4833,814.3279,783.5983,739.2737,741.8282,753.2586,767.1049,778.1543,809.5652,825.0425,930.0173,889.9319,907.3166,950.3993,1010.863,1125.46,1212.027,1263.1,1212.705,1168.539,1254.879,1251.195,1258.215,1393.834,1636.296,1925.901,2255.215,2750.813,3256.883,3124.36,3733.396,4312.792,4518.83,4713.754,4823.227,4473.545,4455.013,4839.282,5076.884,5131.967,4895.975,5712.358,5988.573
IDA total,IDA,GDP per capita (current US$),NY.GDP.PCAP.CD,97.35145,100.1336,104.8994,114.0124,108.742,119.7012,126.3474,124.2322,127.2215,139.0279,157.3462,154.0566,157.095,177.3715,230.3213,267.6781,270.7722,288.3081,317.9672,359.4229,417.9636,594.7378,544.5394,446.0879,403.2833,400.6245,394.9842,414.121,399.591,394.3515,437.5857,448.8068,396.903,376.8563,366.1127,411.5334,451.0998,458.6335,456.7719,459.3173,496.815,486.9349,510.2094,554.6177,635.3874,725.6224,847.3325,967.1284,1128.304,1098.428,1239.077,1231.982,1267.392,1348.338,1423.487,1361.633,1358.886,1390.17,1410.166,1427.769,1371.129,1461.61,1528.973
IDA blend,IDB,GDP per capita (current US$),NY.GDP.PCAP.CD,100.213,104.6718,109.2218,112.7292,119.9208,126.8884,134.4649,131.6732,135.3939,150.8554,201.9269,182.7124,199.8547,207.4865,290.8741,325.1289,381.0499,389.955,411.4102,489.5929,606.4075,1125.323,994.2295,731.7679,610.1023,594.6063,519.7346,515.5708,513.3797,480.2226,514.3739,501.924,491.2685,430.5383,421.2022,480.7882,516.5045,513.6077,494.0208,502.9096,557.3766,541.5802,582.9786,640.7861,760.5112,888.8834,1093.29,1231.331,1421.451,1315.458,1512.222,1699.056,1833.523,1954.033,2083.536,1930.75,1818.752,1751.917,1875.799,1874.585,1720.741,1842.032,1930.613
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,53.3382,64.83918,74.34221,79.41346,78.86576,90.51206,130.4897,201.6677,232.1706,277.0508,332.2821,364.2858,355.236,489.1602,563.7834,580.8106,510.435,522.7171,514.4376,472.7226,440.3724,479.8107,527.8115,582.679,629.1607,678.9777,824.0791,907.4718,1020.147,1129.093,1054.347,459.1919,663.5232,770.8654,739.0039,888.9014,1052.413,1136.755,1249.398,1572.798,1840.33,2144.39,2239.095,3094.443,3613.801,3668.212,3602.886,3476.625,3322.582,3558.819,3839.785,3902.662,4151.228,3895.618,4334.216,4787.999
IDA only,IDX,GDP per capita (current US$),NY.GDP.PCAP.CD,99.19739,101.2072,106.2446,118.4771,106.7777,120.1076,126.5083,124.6626,127.391,137.7755,140.4069,144.8488,140.9004,168.1063,207.5,247.539,223.627,245.7989,280.4057,303.9331,332.9756,334.4196,322.3458,305.7184,302.5104,305.8854,335.053,365.7805,344.5031,352.8235,400.5069,424.0475,350.3936,351.3495,339.8108,378.1517,419.7916,432.6307,439.822,439.0451,467.8072,460.8159,474.7651,512.5171,573.5737,644.5687,724.289,835.1336,981.8305,990.0228,1102.161,996.6359,981.9875,1043.139,1091.214,1075.732,1128.68,1209.7,1178.524,1206.138,1198.151,1273.744,1330.855
Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12802.12,14212.17,16223.65,18753.04,20991.62,20693.84,21716.95,25230.08,29877.96,35872.73,38184.34,42662.6,55072.18,72304.95,66175.23,70625.17,77838.4,79326.38,83204.75,91881.13,84753.46,82041.62,83510.3,89425.89,87152.45,79530.61,,
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,83.0351,85.9697,90.27687,101.3152,115.4876,119.0825,89.75758,96.04633,99.51684,107.1821,111.9683,118.1605,122.6125,143.4561,163.2316,157.9294,161.1372,186.4191,206.0737,224.5754,267.3906,271.4262,275.2661,292.6447,278.0954,297.9993,312.0598,342.0719,355.7384,347.462,368.7498,303.8504,317.5587,301.5008,346.2274,373.6282,399.5773,414.8987,412.5094,440.9615,442.0348,449.9111,468.8444,543.8438,624.1051,710.5093,802.0137,1022.732,993.5034,1096.636,1350.634,1449.603,1434.018,1438.057,1559.864,1590.174,1714.28,1957.97,1974.378,2050.164,1913.22,2238.127,2388.621
Not classified,INX,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,685.6147,739.2764,797.0063,852.1353,965.1354,1023.774,1074.507,1152.005,1124.517,1291.35,1486.515,1703.932,2080.465,2424.269,2516.928,2973.4,2919.583,3427.073,4399.987,5429.962,6372.438,5986.154,6160.638,5915.242,5692.027,6011.736,8112.171,9581.913,10715.87,11175.82,14031.3,14087.21,15714.38,14657.06,15902.93,19158.46,20835.9,22551.11,24294.85,26338.11,26334.57,28282.41,32705.43,41203.53,47754.2,50933.02,54329.16,61396.42,61353.11,52133.09,48663.6,52183.13,49054.7,51546.35,55643.06,62053.98,62895.91,69970.95,79250.39,80927.07,85420.19,100172.1,104038.9
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,196.3239,201.3749,207.6335,211.9011,224.6411,251.239,267.3341,289.109,320.8586,352.4526,385.8123,469.0836,569.6635,874.1136,1448.764,1575.806,2011.027,2311.015,2166.89,2429.562,2449.653,2482.92,2963.498,3551.495,3556.485,3812.106,4274.805,2651.485,2361.417,2246.192,2237.052,,,1066.742,1197.642,1585.978,1954.661,1823.275,1737.7,1765.784,1672.023,1902.948,1910.477,2259.516,2751.793,3226.614,3736.178,4838.004,5623.912,5602.556,6458.574,8201.582,8329.002,6280.682,5757.543,4990.937,5497.243,5758.591,3829.83,3276.753,2746.419,4084.2,4387.826
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,237.6846,252.2451,261.2194,255.7193,292.6157,,,,316.3562,317.3834,334.4412,380.6375,391.5223,472.25,1024.336,1158.457,1479.65,1599.825,1853.574,2857.56,3850.258,2688.725,2929.449,2731.724,3052.5,3073.861,2926.918,3420.54,3690.071,3774.206,10216.57,22.85037,30.11432,53.48023,197.1224,615.5004,482.1636,929.8764,894.3291,1548.298,1963.723,1422.831,1254.162,809.8457,1314.763,1740.668,2253.547,3099.592,4504.508,3686.402,4430.426,5736.899,6437.503,6612.902,6215.986,4416.943,4305.203,4725.194,5601.467,5621.182,4251.337,4770.835,5937.195
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,1414.983,1418.125,1562.231,1831.706,2297.921,2723.521,3215.694,3125.65,2354.48,2039.196,2576.353,3252.099,4014.827,5437.091,7040.437,6454.177,7583.206,9957.254,11236.7,12640.64,14821.69,15137.29,13711.7,11671.82,11959.52,12361.2,16406.06,22453.2,24451.98,22434.35,25384.93,26802.97,27124.26,23579.8,24018.64,26633.61,27614.88,27919.19,31030.04,32381.63,32096.37,28897.44,32409.23,39476.71,47334.95,56794.88,57492.93,69495.73,56943.36,41301.28,43237.07,47714.59,45995.55,49804.98,54576.74,52951.68,61987.93,72010.15,74452.19,68403.14,58813.8,68594.01,72902.98
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,1365.753,1595.986,1132.384,1257.814,1375.895,1429.318,1513.887,1428.448,1412.469,1587.769,,,,,,,,,,,,,,,,,,,,,,,,,,18916.73,20117.3,20366.88,20106.76,19742.44,21630.57,20909.68,19035,19627.03,20557.16,21223.94,22494.6,25633.75,30173.18,28316.79,31266.61,34354.72,33156.23,36941.84,38259.68,36206.52,37690.47,41114.78,42406.85,44452.23,44846.79,52166.81,54659.75
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,804.4926,887.3367,990.2602,1126.019,1222.545,1304.454,1402.442,1533.693,1651.939,1813.388,2106.864,2305.61,2671.137,3205.252,3621.146,4106.994,4033.099,4603.6,5610.498,6990.286,8456.919,7622.833,7556.523,7832.575,7739.715,7990.687,11315.02,14234.73,15744.66,16386.66,20825.78,21956.53,23243.47,18738.76,19337.63,20664.55,23081.6,21829.35,22318.14,22005.05,20137.59,20500.95,22376.3,27526.32,31317.2,32055.09,33529.73,37870.75,40944.91,37226.76,36035.64,38649.64,35051.52,35560.08,35565.72,30242.39,30960.73,32406.72,34622.17,33673.75,31918.69,35770.05,34157.99
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,425.6538,449.6118,461.8991,485.1941,520.4955,556.4811,620.0575,641.141,598.0762,649.313,755.5953,816.408,979.036,979.745,1202.667,1428.012,1461.475,1581.435,1271.111,1150.99,1254.658,1374.942,1497.312,1620.965,1048.35,916.3226,1189.423,1406.962,1625.758,1855.988,1919.795,1702.502,1452.188,2212.256,2194.911,2621.182,2919.148,3287.747,3410.428,3423.009,3447.304,3502.213,3683.893,3557.201,3819.284,4200.389,4435.571,4738.45,5056.258,4452.121,4835.791,5259.932,5365.242,5143.722,4991.564,5077.552,5022.703,5273.149,5594.493,5626.17,4897.265,5183.581,6047.216
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,548.4902,561.0646,499.0833,410.5823,476.5865,410.6398,414.442,462.5089,533.9916,655.2285,722.4896,878.3525,1045.558,1257.65,1530.049,1763.742,1900.562,1945.373,1956.704,1888.699,1814.87,2223.09,2241.095,1988.309,1274.972,1195.226,1184.948,1373.412,1375.548,1457.703,1509.041,1503.144,1530.704,1633.281,1646.193,1673.358,1738.383,1816.407,1889.438,2062.696,2216.945,2478.292,2643.169,3416.126,3618.893,3914.701,4152.494,4386.462,4477.618,4255.894,4064.253,4003.405,4073.116,4146.407,4159.671,3987.65,4046.931,4204.506
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,475.3191,568.9077,639.6408,724.6938,843.6169,928.5188,1068.558,1239.318,1451.338,1684.659,2056.122,2272.078,2967.042,3974.746,4353.824,4674.445,5197.622,6335.287,8820.693,9103.565,9463.352,10360.18,9575.609,10421.21,10978.92,11576.69,17113.26,20748.99,25059.01,24822.77,25371.46,28915.02,31414.98,35681.97,39933.51,44197.63,39150.06,35638.24,32423.76,36610.17,39169.36,34406.17,32820.79,35387.05,38298.98,37812.89,35991.54,35779.02,39876.31,41309,44968.16,48760.08,49145.28,40898.65,38475.4,34960.64,39375.47,38834.05,39751.13,40415.96,39986.93,39827.13,33815.32
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647.463,1514.923,1515.738,1429.078,1316.184,1288.189,1350.305,1445.503,1468.669,1130.118,1229.001,1490.927,1658.031,2068.124,2874.288,3771.279,5291.574,6771.417,8458.019,7165.225,9070.488,11634,12386.7,13890.63,12807.26,10510.77,7714.842,9247.581,9812.625,9812.596,9121.636,10373.79,11243.67
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,102.0799,98.53525,103.7967,106.5388,110.392,105.9677,118.797,120.8265,127.5025,132.105,139.7573,149.464,171.0051,196.624,224.9296,238.7465,246.3818,308.3126,351.5335,399.1131,448.833,408.3467,369.3871,330.9008,330.1541,315.3909,359.068,381.706,386.3559,369.9834,370.1001,340.8065,332.9499,226.5212,273.5218,336.5653,436.1957,462.4045,483.7086,430.3673,411.8214,408.3606,401.0924,441.3914,462.6182,522.7768,699.3997,840.1916,915.9989,1049.122,1093.64,1099.315,1289.781,1376.829,1489.92,1496.654,1562.077,1675.988,1845.783,1970.08,1936.251,2069.661,2099.302
Kyrgyz Republic,KGZ,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.1729,575.644,513.0359,449.0658,372.3078,364.2265,394.8601,376.4296,345.1381,258.0492,279.6196,308.4096,321.727,380.5064,433.235,476.5519,543.1107,721.7695,966.3938,871.2242,880.0385,1123.883,1177.975,1282.438,1279.771,1121.083,1120.667,1242.77,1308.14,1374.031,1182.522,1306.178,1606.668
Cambodia,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,114.973,113.4857,114.0122,123.201,129.5939,140.7567,145.1425,149.8273,162.6273,146.5443,107.0878,144.8424,74.71591,102.5777,85.11633,,,,,,,,,,,,,,,,,,,247.3486,262.4429,315.1423,313.5847,301.2197,267.4098,295.5913,301.5166,322.8999,341.0368,364.2753,410.0861,475.0694,539.7474,629.9211,742.398,734.8151,782.6957,880.3103,950.4825,1015.221,1098.075,1170.743,1281.106,1400.899,1533.316,1671.385,1577.912,1625.235,1786.561
Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,248.8863,261.017,317.695,523.2955,1404.971,907.8515,681.6518,646.926,760.3151,712.9773,692.7714,705.7356,644.2605,590.0926,644.6942,481.5803,460.224,510.5336,621.2952,603.0134,571.4992,620.2269,612.7811,593.2371,683.1774,691.4087,803.0385,801.0922,761.4204,790.8727,757.1334,696.9976,781.3629,956.8305,1063.878,1142.336,1101.457,1300.759,1356.647,1249.302,1438.081,1644.407,1698.919,1628.642,1546.881,1459.144,1506.231,1566.447,1607.23,1410.015,1403.994,1766.144,1701.97
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,218.2604,221.9372,226.367,235.9453,251.9319,261.3414,285.4819,339.8149,305.6184,343.557,362.48,440.1845,516.5897,546.9016,715.3363,760.2091,688.0568,1020.487,1137.314,1359.599,1588.492,1883.195,2010.147,2039.298,2326.657,2634.003,3119.797,3550.187,4179.294,4696.49,5346.473,5439.809,5920.221,6363.683,7027.434,7367.454,7748.67,8581.668,8665.099,9070.73,9275.99,9973.553,10398.53,10119.74,10882.35,11711.15,13747.81,14660.96,16491.89,16374.26,16427.62,17571.98,17293.81,18315.91,19945.39,20025.88,21095.25,22160.6,22548.15,23219.41,18566.02,18082.69,20176.75
"Korea, Rep.",KOR,GDP per capita (current US$),NY.GDP.PCAP.CD,158.2746,93.83176,106.1601,146.3031,123.6068,108.7234,133.4786,161.1575,198.4313,243.4268,279.305,301.1766,324.1963,406.8988,563.356,617.4561,834.1342,1055.88,1405.822,1783.622,1715.429,1883.451,1992.528,2198.934,2413.264,2482.4,2834.904,3554.595,4748.63,5817.029,6610.037,7636.982,8126.67,8884.928,10385.34,12564.78,13403.05,12398.48,8281.7,10672.42,12256.99,11561.25,13165.07,14672.86,16496.12,19402.5,21743.48,24086.41,21350.43,19143.85,23087.23,25096.26,25466.76,27182.73,29249.58,28732.23,29288.87,31616.84,33436.92,31902.42,31721.3,34997.78,32254.62
Kuwait,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,4081.424,4228.745,3930.19,3909.459,3726.83,3579.583,4518.74,4870.446,5573.053,12622.87,10969.73,11235.74,11335.09,11664.94,17524.36,19170.89,15929.8,13053.95,12022.33,11962.66,11353.22,9097.136,10919.67,9717.622,11001.66,11002.07,8219.492,12253.58,14477.95,15141.3,16424.99,18488.87,17230.06,14258.37,16044.51,19493.91,17517.73,18626.76,22781.12,27601.4,36144.99,42970.66,45729.81,55595.41,37906.15,39212.64,49010.32,51271.15,47762.72,43239.81,29315.2,27026.65,29258.29,32012.14,30666.22,24297.7,32186.77,43233.49
Latin America & Caribbean (excluding high income),LAC,GDP per capita (current US$),NY.GDP.PCAP.CD,350.1191,356.347,376.7558,369.1772,411.7799,434.3138,467.3599,462.985,485.4721,530.1868,562.2443,607.1319,673.9157,880.1768,1128.676,1188.685,1264.234,1340.392,1588.905,1707.465,2016.388,2256.51,2037.804,1723.826,1812.724,1748.422,1737.726,1867.259,1991.064,2221.006,2617.843,2714.509,2873.627,3319.118,3729.896,3874.647,4161.637,4468.817,4419.357,3857.205,4204.241,4029.722,3573.284,3607.203,4065.175,4862.512,5606.302,6549.143,7494.721,6881.489,8526.031,9854.29,9692.405,9840.599,9781.724,8226.892,7912.279,8732.615,8387.849,8184.425,6837.63,7804.448,8884.683
Lao PDR,LAO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,482.7374,632.5273,461.7105,274.5849,146.9858,170.2734,200.6191,231.6962,247.2661,283.3863,321.0529,357.9017,371.4717,339.1902,243.9864,272.3624,318.7709,320.419,313.6184,355.6515,410.2513,467.3796,581.0102,699.0414,887.6397,936.7903,1127.835,1363.725,1566.01,1815.44,1984.509,2125.459,2309.049,2439.463,2553.362,2598.506,2593.355,2535.623,2088.377
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958.4606,770.9537,789.8504,1279.181,1560.199,2079.646,2468.82,2959.561,3393.503,3834.856,4127.32,4091.994,3994.861,4021.177,4307.101,4458.109,4625.304,4630.009,4665.963,5162.033,5957.697,7149.791,7695.245,7914.11,8500.181,8255.209,7665.38,7802.751,8172.299,8679.897,9225.845,8925.422,5599.958,4136.147,
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.8765,303.8588,302.8819,242.4499,287.2747,290.5412,323.8412,377.9516,456.1447,452.7452,497.0204,573.5264,644.4556,717.6358,713.7349,699.6629,722.1312,706.8927,700.037,665.8784,597.5297,675.6632,754.5329
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6821.874,7368.033,7623.932,6745.926,6164.341,5396.375,5785.114,6262.489,5471.087,7112.672,7424.353,6465.622,3789.205,4738.828,5823.638,8108.053,10060.36,11158.11,13921.9,9560.804,11611.36,7784.133,15765.42,12589.53,9408.753,7867.516,7945.006,10529.12,11838.3,10542.43,7034.658,5908.951,6716.096
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,1400.692,1569.252,1452.79,1534.078,1925.217,2142.692,2522.068,2745.691,3098.44,3464.88,4073.265,4253.914,4603.702,4608.599,4740.296,5008.027,5123.687,5184.337,5593.748,5825.067,5846.976,5558.069,5562.457,6055.968,6494.6,6866.092,7618.905,7975.793,8528.682,8259.322,8672.129,9110.752,9231.662,9542.714,10007.19,10290.35,10574.3,11270.43,11563.87,11726.68,8458.075,9414.138,11481.5
Latin America & Caribbean,LCN,GDP per capita (current US$),NY.GDP.PCAP.CD,384.7657,398.0207,424.036,419.2087,453.5673,474.5177,508.7505,505.5604,528.8996,576.1611,613.2012,667.361,732.5764,951.2911,1204.212,1233.752,1322.024,1418.638,1661.991,1822.625,2166.809,2421.291,2198.135,1885.68,1943.726,1883.846,1870.11,1968.619,2118.38,2295.454,2677.526,2790.423,2972.306,3383.809,3774.525,3983.985,4241.894,4577.02,4546.592,4041.427,4398.042,4243.413,3758.838,3786.151,4306.602,5142.166,5949.035,6928.066,7965.661,7403.604,9083.542,10224.4,10221.93,10363.64,10458.76,8652.44,8363.884,9202.645,8920.944,8713.544,7344.061,8413.26,9474.468
